################################################################################################################################
Constituency code, 		34
Constituency, 			Afzalpur
----------------------------------------------------
RIZWAN SAB H B                                  Independent                                             334       
H K KENCHAVEERAPPA                              Vichara Jagruthi Congress Paksha                        280       
H G MALLIKARJUNA                                Janata Dal  (United)                                    260       
JAMEEL AHAMED BELLARY                           Independent                                             259       
N J NINGAPPA                                    Independent                                             240       
A M VEERAIAH                                    Independent                                             235       
M SAVITHA PRAKASH                               Independent                                             227       
MANJUNATHA                                      Independent                                             169       
T R INDRAMMA                                    Independent                                             137       
ANAJI ANJINAPPA                                 Independent                                             130       
G C PATIL                                       Sarva Janata Party                                      116       
################################################################################################################################
Constituency code, 		107
Constituency, 			Davanagere South
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SHAMANUR SHIVASHANKARAPPA                       Indian National Congress                                66320     
KAREKATTE SYED SAIFULLA                         Janata Dal  (Secular)                                   26162     
B LOKESH                                        Bharatiya Janata Party                                  21282     
B M SATISH                                      Karnataka Jantha Paksha                                 3200      
SUBHAN SAB                                      Independent                                             700       
HIMAYATH ULLA                                   Nationalist Congress Party                              645       
MOHAMAD BRUHAN                                  Independent                                             399       
BHAIRAJJARA KRISHNAPPA                          Bahujan Samaj Party                                     330       
SHAFEEQ PANDIT                                  Badavara Shramikara Raitara Congress Party              257       
B R SALEEM BHAI                                 Independent                                             223       
T R INDRAMMA                                    Independent                                             214       
RAHAMATHULLA K C                                Independent                                             182       
MUDDAPURADA RAHAMAN SAB                         Janata Dal  (United)                                    174       
NANNUSAB SHEIKH SHENDI                          Sarva Janata Party                                      166       
R MALATESH (GUPTA)                              National People's Party                                 156       
################################################################################################################################
Constituency code, 		56
Constituency, 			Devadurga
----------------------------------------------------
Candiate                                        Party                                                   Votes     
A. VENKATESH NAIK                               Indian National Congress                                62070     
ARAKERA K SHIVANAGOUDA NAYAK                    Bharatiya Janata Party                                  58370     
SHANTH GOWDA                                    Karnataka Jantha Paksha                                 2747      
ANJALA CHANNANAGOUDA                            Badavara Shramikara Raitara Congress Party              2158      
BASAVARAJ NAYAK GUGERADODY                      Communist Party of India (Marxist-Leninist) Red Star    1217      
CHANNABASAVA                                    Janata Dal  (United)                                    860       
################################################################################################################################
Constituency code, 		179
Constituency, 			Devanahalli
----------------------------------------------------
Candiate                                        Party                                                   Votes     
PILLA MUNISHAMAPPA                              Janata Dal  (Secular)                                   70323     
VENKATASWAMY                                    Indian National Congress                                68381     
G CHANDRANNA                                    Bharatiya Janata Party                                  9418      
VENKATESH P                                     Bahujan Samaj Party                                     1283      
D R NARAYANASWAMY                               Badavara Shramikara Raitara Congress Party              1201      
A HANUMANTHAPPA                                 Karnataka Jantha Paksha                                 929       
K S SWAMY                                       Independent                                             865       
SHIVAPPA M                                      Independent                                             419       
RAMA NAIK                                       Independent                                             297       
AKKAYAMMA                                       Independent                                             234       
D MUNIRAJU                                      Independent                                             197       
################################################################################################################################
Constituency code, 		27
Constituency, 			Devar Hippargi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
AMINAPPAGOUDA SANGANAGOUDA PATIL                Indian National Congress                                36231     
SOMANAGOUDA. B. PATIL (SASANUR)                 Bharatiya Janata Party                                  28135     
BHIMANAGOUDA (RAJUGOUDA) .B. PATIL              Karnataka Jantha Paksha                                 24707     
SURESHAGOUDA MUDIGOUDAPPAGOUDA PATIL            Independent                                             12421     
RESHMAKOUSAR KHAJABANDENAWAJ PADEKANUR          Janata Dal  (Secular)                                   8118      
YASHAVANT MALAPPA PUJARI                        Bahujan Samaj Party                                     1069      
SHASHIDHAR BASANNA                              Independent                                             968       
IRFANULLAH HAFIZULLA MUNASI                     Welfare Party Of India                                  895       
KANTAPPA (KANTU) SHANKREPPA INCHAGERI           Independent                                             637       
A SREENIVASA REDDY                              Badavara Shramikara Raitara Congress Party              622       
DHANASING SUBHASH LAMANI                        Janata Dal  (United)                                    550       
SAJJAN MALLESHAPPA ISHVARAPPA                   Independent                                             545       
LALASAB RAJESAB KUNTOJI                         Independent                                             347       
################################################################################################################################
Constituency code, 		71
Constituency, 			Dharwad
----------------------------------------------------
Candiate                                        Party                                                   Votes     
VINAY KULKARNI                                  Indian National Congress                                53453     
AMRUT AYYAPPA DESAI                             Janata Dal  (Secular)                                   35133     
ASHTAGI TAVANAPPA PAYAPPA                       Karnataka Jantha Paksha                                 21589     
SEEMA ASHOK MASUTI                              Bharatiya Janata Party                                  16896     
SOMAPPA BASAPPA BENAKATTI                       Independent                                             2162      
BASAVARAJ BUDIHAL                               Nationalist Congress Party                              811       
BASAVARAJ YALLAPPA PARASANNAVAR                 Independent                                             718       
MANJUNATH HANAMANTAPPA MANGALAGATTI             Independent                                             578       
YOGESHGOUDA NINGANGOUDA GOUDAR                  Badavara Shramikara Raitara Congress Party              405       
NIJAMUDDIN (HANNU) ABDULNABI SOUDAGAR           Independent                                             357       
PATIL BASAVARAJ NINGANAGOUDA                    Independent                                             343       
AZALFARIDA GOUSUSAB RONAD                       Independent                                             330       
SHRISHAILAGOUDA GIRIYAPPAGOUDA KAMATAR          Janata Dal  (United)                                    243       
################################################################################################################################
Constituency code, 		180
Constituency, 			Doddaballapur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
T.VENKATARAMANAIAH (APPAKARANAHALLI T.VENKATESH)Indian National Congress                                38877     
B MUNEGOWDA                                     Independent                                             37430     
C.CHANNIGAPPA                                   Janata Dal  (Secular)                                   34628     
J.NARASHIMASWAMY                                Bharatiya Janata Party                                  32753     
V.NAGENDRA PRASAD                               Karnataka Jantha Paksha                                 1517      
PURUSHOTHAMA                                    Bahujan Samaj Party                                     1439      
R CHANDRA THEJASWI                              Communist Party of India  (Marxist)                     984       
KUMARA                                          Badavara Shramikara Raitara Congress Party              674       
################################################################################################################################
Constituency code, 		66
Constituency, 			Gadag
----------------------------------------------------
Candiate                                        Party                                                   Votes     
H K PATIL                                       Indian National Congress                                70475     
ANIL PRAKASHBABU MENSINKAI                      Badavara Shramikara Raitara Congress Party              36748     
BIDARUR SHREESHAILAPPA VIRUPAXAPPA              Bharatiya Janata Party                                  18715     
S B SANKANNAVAR                                 Karnataka Jantha Paksha                                 4808      
ANDANAYYA GURUPADAYYA KURTAKOTI                 Janata Dal  (Secular)                                   1339      
SATYAPPANAVAR BIMAPPA GONEPPA                   Independent                                             1062      
SHYAM MOTILALASA BHANDAGE                       Shubha Karnataka                                        845       
ASHOK MALLAPPA JAVALI                           Nationalist Congress Party                              761       
MAHADEV H CHALAVADI                             Bahujan Samaj Party                                     537       
ABDULMUNAF ABDULSATTAR KHAZI                    National People's Party                                 438       
MANJUNATH VASANT NEELGUND                       Lok Jan Shakti Party                                    356       
TIRLAPUR ABDULRAHAMANSAB JANGLISAB              Janata Dal  (United)                                    230       
################################################################################################################################
Constituency code, 		164
Constituency, 			Gandhi Nagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DINESH GUNDU RAO                                Indian National Congress                                54968     
P C MOHAN                                       Bharatiya Janata Party                                  32361     
V.NAGARAJ                                       Badavara Shramikara Raitara Congress Party              10875     
SUBHASH BHARANI                                 Janata Dal  (Secular)                                   7418      
V A PUGAZHENDI                                  All India Anna Dravida Munnetra Kazhagam                3197      
B.R.RAVI REDDY                                  Independent                                             454       
SOWMYA                                          Bahujan Samaj Party                                     441       
NARENDRA JAIN                                   Samajwadi Party                                         282       
MOHAN KUMAR                                     Independent                                             216       
V M MARIYAPPA                                   Independent                                             162       
MURTHY R                                        Independent                                             143       
M ANANDAN                                       Janata Dal  (United)                                    115       
K PRASANNA                                      National People's Party                                 113       
GHOUSE MOHIDDEN                                 Independent                                             83        
################################################################################################################################
Constituency code, 		62
Constituency, 			Gangawati
----------------------------------------------------
Candiate                                        Party                                                   Votes     
IQBAL ANSARI                                    Janata Dal  (Secular)                                   60303     
PARANNA ESHWARAPPA MUNAVALLI                    Bharatiya Janata Party                                  30514     
H. R. SRINATH                                   Indian National Congress                                20248     
BASAVARAJ PATIL ANVARI                          Karnataka Jantha Paksha                                 7058      
PAMPANAGOWDRU POLICE PATEL                      Badavara Shramikara Raitara Congress Party              3015      
SHARANABASAPPA.S PAN SHOP                       Independent                                             1642      
BHARADVAJ SUBBARAO                              Communist Party of India  (Marxist-Leninist)  (Liberation)971       
VIJAYAKUMAR.J                                   Pyramid Party of India                                  843       
HULUGAPPA DEVERAMANI                            Bahujan Samaj Party                                     749       
################################################################################################################################
Constituency code, 		139
Constituency, 			Gauribidanur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
N H SHIVASHANKARA REDDY                         Indian National Congress                                49831     
K JAIPALA REDDY                                 Independent                                             44058     
N M RAVINARAYANA REDDY                          Bharatiya Janata Party                                  31837     
S V ASHWATHANARAYANA REDDY                      Janata Dal  (Secular)                                   11578     
K SOMASHEKAR                                    Badavara Shramikara Raitara Congress Party              3526      
MURALIDAR P S                                   Karnataka Jantha Paksha                                 1735      
SYED ABHUL KHASIM                               Independent                                             1702      
M RAMAKRISHNAIAH                                Pyramid Party of India                                  1105      
RAJASHEKAR MADIGA                               Bahujan Samaj Party                                     956       
H ANANDA KUMARA                                 Independent                                             875       
C C ASHWATHAPPA                                 Communist Party of India  (Marxist)                     709       
G N RAVI                                        Independent                                             424       
H N RAMAKRISHNA REDDY                           Independent                                             399       
N H SHIVASHANKARA REDDY                         Independent                                             305       
K V SADASHIVAIAH                                Janata Dal  (United)                                    237       
SREERAMA REDDY                                  Independent                                             215       
################################################################################################################################
Constituency code, 		9
Constituency, 			Gokak
----------------------------------------------------
Candiate                                        Party                                                   Votes     
JARKIHOLI RAMESH LAXMANRAO                      Indian National Congress                                79175     
ASHOK NINGAYYASWAMI PUJARI                      Janata Dal  (Secular)                                   51170     
UMESH ADIVEPPA NIRWANI                          Karnataka Jantha Paksha                                 4366      
VASUDEV MAHADEVAPPA SAVATIKAI                   Bharatiya Janata Party                                  4293      
HALAPPA KALLAPPA VANAGOL                        Independent                                             2047      
BHIMASHI JARKIHOLI                              Independent                                             1831      
BHIMAPPA SIDDAPPA NAIK                          Independent                                             542       
BASAVANNI NINGAPPA KAMBAR                       Badavara Shramikara Raitara Congress Party              457       
RESHMA BABURAO SAMBREKAR                        Sarva Janata Party                                      446       
################################################################################################################################
Constituency code, 		166
Constituency, 			Govindraj Nagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
PRIYAKRISHNA                                    Indian National Congress                                72654     
H. RAVINDRA                                     Bharatiya Janata Party                                  30194     
T.M. RANGE GOWDA                                Janata Dal  (Secular)                                   20662     
P. DODDAIAH                                     Karnataka Jantha Paksha                                 5227      
HARISH. K                                       Independent                                             598       
MAHESH. R                                       Independent                                             511       
K. RAJASHEKAR                                   Badavara Shramikara Raitara Congress Party              499       
RAVINDRA                                        Independent                                             324       
B.S. VIJAYAKUMAR                                Sarva Janata Party                                      313       
ABHIMANI NARENDRA                               Independent                                             255       
################################################################################################################################
Constituency code, 		135
Constituency, 			Gubbi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
S R SHRINIVAS (VASU)                            Janata Dal  (Secular)                                   58783     
G.N. BETTASWAMY                                 Karnataka Jantha Paksha                                 51539     
HONNAGIRIGOWDA                                  Indian National Congress                                18548     
NATARAJA SAGARANAHALLY                          Bharatiya Janata Party                                  2396      
G.K. HUCCHEGOWDA                                Badavara Shramikara Raitara Congress Party              2233      
BETTASWAMY                                      Independent                                             1798      
H M UMESH                                       Janata Dal  (United)                                    767       
A R SRINIVASAMURTHY                             Independent                                             669       
SHIVANNA MARANAHALLY                            Bahujan Samaj Party                                     583       
LOKESH  P.C                                     Independent                                             569       
H.S.MALLIKARJUNAIAH                             Independent                                             545       
GIRIYAPPA H.H                                   Independent                                             483       
C P VIJAYAKUMAR CHELURU                         Independent                                             426       
RAJANIKANTH B R                                 Independent                                             320       
################################################################################################################################
Constituency code, 		44
Constituency, 			Gulbarga Dakshin
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DATTATRAYA C. PATIL REVOOR (APPU GOUDA)         Bharatiya Janata Party                                  36850     
SHASHIL.G.NAMOSHI                               Janata Dal  (Secular)                                   26880     
KAILASH VEERENDRA PATIL                         Indian National Congress                                22074     
S.K.KANTA                                       Karnataka Jantha Paksha                                 22065     
VASUDEV RAO BHEEMRAO                            Bahujan Samaj Party                                     1444      
POOJARI DHARMAVEER S. PATTAN                    Independent                                             708       
DINAKAR RAO NARAYAN RAO KULKARNI                Independent                                             591       
R.D.KATTIMANI                                   Samajwadi Janata Party(Karnataka)                       578       
GURUSHANT PATTEDAR                              Independent                                             558       
VENKATESH DOREPALLI                             Independent                                             555       
MAHAMD JAKEER HUSEN (BADEBAHI)                  Independent                                             534       
BASAVARAJ CHINCHOLLI                            Independent                                             463       
V. NAGAMMAL                                     SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)             418       
ABDUL HAMEED QURESHI                            Indian Union Muslim League                              379       
GURUDEVAPPA S. NARONI                           Independent                                             375       
ABDUL WAHAB KHAN                                Independent                                             351       
SYAD USMAN PASHA                                Independent                                             348       
VINOD KUMAR ANAVARKAR                           Independent                                             297       
SHASHIKANTH R.DIKSHITH                          Independent                                             296       
SANDEEP. S. PATIL                               Independent                                             292       
HANMANTHRAYA.M.PUJARI                           Independent                                             278       
KARIKAL SANJEEV KUMAR                           Independent                                             233       
A. B. HOSMANI                                   Republican Party of India (A)                           231       
BASHEER ALAM                                    Indian National League                                  222       
PARVATI JAGANNATH CHAVAN                        National Development Party                              146       
VEERESH G.RATHOD (ISHWAR)                       All India Forward Bloc  (Subhasist)                     137       
################################################################################################################################
Constituency code, 		43
Constituency, 			Gulbarga Rural
----------------------------------------------------
Candiate                                        Party                                                   Votes     
G.RAMKRISHNA                                    Indian National Congress                                40075     
REVUNAYAK BELAMGI                               Bharatiya Janata Party                                  32857     
BABURAO CHAUHAN                                 Karnataka Jantha Paksha                                 26612     
D.G.SAGAR                                       Janata Dal  (Secular)                                   8612      
AMBALGI MARUTI MANPADE                          Communist Party of India  (Marxist)                     4694      
BABUHONNA NAIK                                  Badavara Shramikara Raitara Congress Party              2113      
NIGANNA S. JAMBAGI                              SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)             1673      
AMBARAYA S.BELAMGI                              Bahujan Samaj Party                                     1584      
SATISH BASAVARAJ SHINDE                         Independent                                             1426      
T.N.RATHOD                                      Independent                                             805       
MASTAN C.DANDE                                  Republican Party of India (A)                           693       
LAXMAN KISHAN RATHOD                            Bharatiya Peoples Party                                 612       
NAGENDRAPPA HANMANTH VADDAR NANDIKUR            Independent                                             589       
SHIVASHARANPPA                                  Independent                                             556       
GOPINATH GHANU                                  Independent                                             508       
################################################################################################################################
Constituency code, 		45
Constituency, 			Gulbarga Uttar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
QAMAR UL ISLAM                                  Indian National Congress                                50498     
NASIR HUSSAIN USTAD                             Karnataka Jantha Paksha                                 30377     
RAJGOPAL REDDY                                  Bharatiya Janata Party                                  18642     
SYED ZAFAR HUSSAIN                              Janata Dal  (Secular)                                   1189      
SYEDA RAZIYA BEGUM                              Independent                                             764       
ABDUL RAHEEM PATEL                              SOCIAL DEMOCRATIC PARTY OF INDIA                        654       
ABDUL HAMEED FARAAN                             Welfare Party Of India                                  572       
SHAMALA                                         Independent                                             420       
PRAKASH K.SUTAR                                 Independent                                             397       
KALYANRAO AMBALGI                               Badavara Shramikara Raitara Congress Party              339       
VASANT                                          Independent                                             330       
DATTATRAYA CHOWDHARY                            Janata Dal  (United)                                    296       
MD NOOH                                         Indian Union Muslim League                              193       
SHAUKAT ALI                                     Samajwadi Party                                         167       
################################################################################################################################
Constituency code, 		224
Constituency, 			Gundlupet
----------------------------------------------------
Candiate                                        Party                                                   Votes     
H.S. MAHADEVA PRASAD                            Indian National Congress                                73723     
C.S. NIRANJANAKUMAR                             Karnataka Jantha Paksha                                 66048     
NAGENDRA                                        Bahujan Samaj Party                                     6052      
B.P. MUDDUMALLU                                 Janata Dal  (Secular)                                   4017      
G.M. GADKAR                                     Samajwadi Janata Party(Karnataka)                       3123      
SUBHASH                                         Independent                                             3041      
H.G. MALLIKARJUNASWAMY                          Bharatiya Janata Party                                  1989      
P. SANGHASENA                                   Republican Party of India (A)                           1588      
MARIDASAIAH                                     Independent                                             1546      
SURESHA                                         Badavara Shramikara Raitara Congress Party              1199      
################################################################################################################################
Constituency code, 		39
Constituency, 			Gurmitkal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
BABURAO CHINCHANASOOR                           Indian National Congress                                36051     
NAGANA GOUDA KANDAKURA                          Janata Dal  (Secular)                                   34401     
VENKATAREDDY VISHWANATHREDDY MUDNAL             Karnataka Jantha Paksha                                 32362     
GIRISH MATTENNAVAR                              Bharatiya Janata Party                                  9795      
SHAIK MEHABOOB                                  Independent                                             4432      
BABU CHAVHAN                                    Badavara Shramikara Raitara Congress Party              1860      
SATHYANARAYANA YADAV                            Samajwadi Party                                         1277      
SHIVALINGAPPA KINNURA                           Bahujan Samaj Party                                     1211      
ANILKUMAR                                       Independent                                             1120      
SABANNA                                         Independent                                             1087      
KRISHNA BHIMARAO BADIGERA                       Independent                                             953       
MALLIKARJUN M.KANTIMANI                         Independent                                             895       
SHALINI LOUIS KORI                              Independent                                             824       
SANJIVKUMAR                                     Karnataka Makkala Paksha                                804       
CHANDRASHEKHAR                                  Independent                                             698       
DR. DEVANAND KOLI                               Lok Jan Shakti Party                                    645       
P.KANNAYYA                                      Independent                                             615       
################################################################################################################################
Constituency code, 		88
Constituency, 			Hadagalli
----------------------------------------------------
Candiate                                        Party                                                   Votes     
P.T.PARAMESHWARANAIK                            Indian National Congress                                59336     
B.CHANDRANAIK                                   Bharatiya Janata Party                                  18526     
MADHUNAIK L                                     Karnataka Jantha Paksha                                 18178     
HEMANHTKUMAR BHARATI                            Badavara Shramikara Raitara Congress Party              10300     
DR.L.P.NAIK KATARI                              Janata Dal  (Secular)                                   3861      
HARISH KUMAR V                                  Independent                                             2098      
K.UCHHENGAPPA                                   Bahujan Samaj Party                                     1113      
B.J.RAGHAVENDRANAIK                             Communist Party of India  (Marxist-Leninist)  (Liberation)927       
A.K.HONNURAPPA                                  Ambedkar National Congress                              885       
RAMANAJANEYA .T                                 Independent                                             875       
################################################################################################################################
Constituency code, 		89
Constituency, 			Hagaribommanahalli
----------------------------------------------------
Candiate                                        Party                                                   Votes     
BHEEMANAIK LBP                                  Janata Dal  (Secular)                                   51972     
K NEMARAJA NAIK                                 Bharatiya Janata Party                                  51847     
MARENNA L                                       Indian National Congress                                23860     
DODDA RAMANNA                                   Karnataka Jantha Paksha                                 5836      
EKAMBRESH NAIK                                  Badavara Shramikara Raitara Congress Party              2555      
MOHAN DASARI                                    Independent                                             1963      
RAVIKUMAR V                                     Independent                                             1522      
MANASVI                                         Independent                                             1071      
NAGARAJA V                                      Bahujan Samaj Party                                     1017      
AROGYA SWAMY B                                  Janata Dal  (United)                                    860       
BHEEMAPPA POOJARA                               Independent                                             727       
V PAVANA KUMARA                                 Independent                                             598       
H GOPALA                                        Independent                                             502       
KOTRESHAPPA M                                   Ambedkar National Congress                              496       
################################################################################################################################
Constituency code, 		76
Constituency, 			Haliyal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DESHPANDE. R. V.                                Indian National Congress                                55005     
SUNIL  HEGADE                                   Janata Dal  (Secular)                                   49066     
DHULI RAJU                                      Bharatiya Janata Party                                  7844      
RAVI REDKAR                                     Karnataka Jantha Paksha                                 2356      
SHIVANAND. B. GAGGARI                           Independent                                             1547      
V. B. RAMACHANDRA                               Independent                                             954       
CHOUGULA. SANJEEVKUMAR                          Badavara Shramikara Raitara Congress Party              709       
M. R. MEGHARAJ                                  Bahujan Samaj Party                                     615       
JAHANGIR KHAN BABAKHAN                          Independent                                             580       
PREMANAND V.  GAVAS                             Independent                                             469       
CHANDRAKANT SUBAS KADROLLI                      Independent                                             334       
ELIYA  KATI                                     Independent                                             261       
INDIRA NIMBAL                                   Independent                                             253       
UDAY BABU KHALWADEKAR                           Independent                                             157       
################################################################################################################################
Constituency code, 		82
Constituency, 			Hangal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
MANOHAR H. TAHASHILDAR                          Indian National Congress                                66324     
UDASI C.M                                       Karnataka Jantha Paksha                                 60638     
BASAVARAJ HADIMANI                              Bharatiya Janata Party                                  7052      
MOHANKUMAR B.K.                                 Janata Dal  (Secular)                                   4723      
SHIDDAPPA KALLAPPA PUJAR                        Independent                                             2834      
RAMU H. YALLURA                                 Independent                                             2015      
LAMANI KRISHNA VACHAPPA                         Bahujan Samaj Party                                     809       
################################################################################################################################
Constituency code, 		221
Constituency, 			Hanur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
R.NARENDRA                                      Indian National Congress                                55684     
PARIMALA NAGAPPA                                Janata Dal  (Secular)                                   44135     
S.DATTESH KUMAR                                 Independent                                             13258     
PONNACHI MAHADEVASWAMY                          Karnataka Jantha Paksha                                 11629     
S.PUTTARAJU                                     Bahujan Samaj Party                                     2981      
M.RAVI                                          All India Anna Dravida Munnetra Kazhagam                2370      
SIDDAPPA. R                                     Independent                                             2369      
B.K.SHIVAKUMAR                                  Bharatiya Janata Party                                  1323      
K.NAGARAJU                                      Independent                                             1076      
MAHADEVASWAMY C.M                               Independent                                             1018      
S.GANGADHARA                                    Janata Dal  (United)                                    827       
BEERESH                                         Badavara Shramikara Raitara Congress Party              674       
M.PRADEEPKUMAR                                  Independent                                             508       
################################################################################################################################
Constituency code, 		104
Constituency, 			Harapanahalli
----------------------------------------------------
Candiate                                        Party                                                   Votes     
M P RAVINDRA                                    Indian National Congress                                56954     
G KARUNAKARAREDDY                               Bharatiya Janata Party                                  48548     
N KOTRESH                                       Karnataka Jantha Paksha                                 27997     
SIRAJ SHEIKH                                    Badavara Shramikara Raitara Congress Party              9687      
A G VISWANATH                                   Janata Dal  (Secular)                                   2294      
RUDRESHA K H                                    Independent                                             1279      
KENCHAPPA                                       Bahujan Samaj Party                                     933       
IDLI RAMAPPA                                    Communist Party of India  (Marxist-Leninist)  (Liberation)831       
CHAITHRA G                                      Independent                                             430       
MANSOOR BASHA R                                 Independent                                             422       
ABUBAKKAR SIDDIQ M                              Independent                                             348       
CHANNAPPA                                       Independent                                             276       
GOWALER ERANNA                                  Independent                                             224       
################################################################################################################################
Constituency code, 		105
Constituency, 			Harihar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
H.S. SHIVASHANKAR                               Janata Dal  (Secular)                                   59666     
S.RAMAPPA                                       Indian National Congress                                40613     
