################################################################################################################################
Constituency code, 		34
Constituency, 			Afzalpur
----------------------------------------------------
SYED ANSAR                                      Independent                                             3531      
S.N.SREERAMA                                    Karnataka Jantha Paksha                                 3089      
SANTOSH G                                       Janata Dal  (United)                                    2880      
RAJKATTE MANJUNATH N                            Independent                                             2386      
ABDUL RAZACK KHAN                               Bahujan Samaj Party                                     1229      
SYED ZUBAIR                                     Independent                                             395       
H C KRISHNAMURTHY                               Independent                                             335       
K.C.SRINIVASA                                   Independent                                             266       
T.S.SRIDHAR                                     Independent                                             223       
SUMITRA IYENGAR                                 Lok Satta Party                                         203       
S.LAKSHMI NARAYANA                              Independent                                             168       
WG CDR G.B.ATHRI (RETD)                         Independent                                             139       
################################################################################################################################
Constituency code, 		137
Constituency, 			Pavagada
----------------------------------------------------
Candiate                                        Party                                                   Votes     
K.M.THIMMARAYAPPA                               Janata Dal  (Secular)                                   68686     
H.V.VENKATESH                                   Indian National Congress                                63823     
G.V.VIJAYARAJ                                   Bharatiya Janata Party                                  5327      
UGRANARASIMHAPPA                                Badavara Shramikara Raitara Congress Party              1260      
SEVENAIK (SHIVA)                                Nationalist Congress Party                              1236      
PAVAGADA SRIRAM                                 Karnataka Jantha Paksha                                 1229      
HANUMANTHARAYA.O                                Independent                                             1072      
NAGARATHNAMMA                                   Bahujan Samaj Party                                     1045      
MRUTHYUNJAYA                                    Independent                                             501       
K.VENKATESHA                                    Independent                                             431       
K.GOPALA                                        Janata Dal  (United)                                    272       
MADLETAPPA                                      Independent                                             269       
GANGADHAR                                       Independent                                             229       
################################################################################################################################
Constituency code, 		210
Constituency, 			Piriyapatna
----------------------------------------------------
Candiate                                        Party                                                   Votes     
################################################################################################################################
Constituency code, 		159
Constituency, 			Pulakeshinagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
AKHANDA SRINIVAS MURTHY.R                       Janata Dal  (Secular)                                   48995     
B.PRASANNA KUMAR                                Indian National Congress                                38796     
A.HEMALATHA                                     SOCIAL DEMOCRATIC PARTY OF INDIA                        5431      
PALANI VELU  K                                  Bharatiya Janata Party                                  4589      
M.MURTHY                                        Independent                                             684       
SUSHEELA  DEVARAJ                               Karnataka Jantha Paksha                                 511       
ELUMALAI                                        Independent                                             333       
BHAGYA.M                                        Republican Party of India (A)                           308       
P.M.KRISHNA                                     Independent                                             242       
M.RAJA                                          Ambedkar National Congress                              167       
SUNSTAR.D.JAIRAM                                Independent                                             157       
SUNIL KUMAR  MEGHANATH                          National People's Party                                 152       
C. ERUCHAPPAN                                   Independent                                             136       
################################################################################################################################
Constituency code, 		206
Constituency, 			Puttur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SHAKUNTALA T SHETTY                             Indian National Congress                                66345     
SANJEEVA MATANDOOR                              Bharatiya Janata Party                                  62056     
DINESH B N                                      Janata Dal  (Secular)                                   6625      
ABUBAKKAR SIDDIK                                SOCIAL DEMOCRATIC PARTY OF INDIA                        4442      
SHEKAR MADAVU                                   Independent                                             1834      
JAYARAM BHAT A MADAVU                           Karnataka Jantha Paksha                                 1506      
################################################################################################################################
Constituency code, 		54
Constituency, 			Raichur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DR. SHIVARAJ PATIL S.                           Janata Dal  (Secular)                                   45263     
SYED YASIN                                      Indian National Congress                                37392     
TRIVIKRAM JOSHI                                 Bharatiya Janata Party                                  6186      
POOJA GANDHI                                    Badavara Shramikara Raitara Congress Party              1815      
BASAVARAJ  KALASA                               Karnataka Jantha Paksha                                 1365      
HARES SIDDIQ                                    Bahujan Samaj Party                                     1274      
BHEEMANA GOUDA                                  Independent                                             717       
APARNA. B.R.                                    SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)             559       
ZAFER MOHIUDDIN                                 Independent                                             553       
MOHD. SHAALAM HUSSAIN                           Independent                                             510       
M.JAMEEL AHMED                                  Independent                                             494       
NOORJAHAN                                       Communist Party of India (Marxist-Leninist) Red Star    445       
NOOR MOHAMMAD                                   Janata Dal  (United)                                    441       
JAYATEERTH                                      Independent                                             432       
CHAND PASHA                                     Independent                                             428       
M.CHAND ABDUL RUBB                              Independent                                             311       
MEHRAJA BASHA                                   Independent                                             261       
K.B.RAGHAVENDRA                                 Pyramid Party of India                                  226       
RAMANNA R.H.J.                                  Lok Satta Party                                         226       
SYED MUJEEB                                     Welfare Party Of India                                  221       
V.H.MASTER                                      Independent                                             167       
################################################################################################################################
Constituency code, 		53
Constituency, 			Raichur Rural
----------------------------------------------------
Candiate                                        Party                                                   Votes     
THIPPARAJU                                      Bharatiya Janata Party                                  50497     
RAJA RAYAPPA NAIK                               Indian National Congress                                47227     
RAJA AMARESHWARA NAIK                           Janata Dal  (Secular)                                   21584     
R. MALLESH NAIK                                 Karnataka Jantha Paksha                                 5861      
VIJAYALAKSHMI MADAPANURA                        Bahujan Samaj Party                                     2568      
CHINNAYYA NAIK                                  Independent                                             2529      
ANJANAYYA                                       Independent                                             1258      
LALAPPA NAIK                                    Communist Party of India (Marxist-Leninist) Red Star    889       
SWAMY                                           National People's Party                                 854       
KHASIM NAIK                                     Badavara Shramikara Raitara Congress Party              804       
VEERANA GOUDA                                   Janata Dal  (United)                                    668       
################################################################################################################################
Constituency code, 		165
Constituency, 			Rajaji Nagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
S.SURESH KUMAR                                  Bharatiya Janata Party                                  39291     
R.MANJULA NAIDU                                 Indian National Congress                                24524     
SHOBHA KARANDLAJE                               Karnataka Jantha Paksha                                 20909     
S.T ANAND                                       Janata Dal  (Secular)                                   16794     
MUNISWAMY.K                                     All India Anna Dravida Munnetra Kazhagam                1660      
RUPA RANI                                       Lok Satta Party                                         880       
R.HARISHARADHYA                                 Badavara Shramikara Raitara Congress Party              457       
S.SHOBHA                                        Bharatiya Janta Dal                                     385       
SOUNDARYAG                                      Bahujan Samaj Party                                     313       
SHOBHA                                          Independent                                             309       
KESHAV S.HIMALAI                                Independent                                             291       
R.B SHIVAKUMAR                                  Independent                                             259       
VISHWANATH.G.P                                  Nationalist Congress Party                              253       
DHANANJAYA.H.H                                  Independent                                             187       
PRASHANTH.S.M                                   Independent                                             185       
RAKSHITH.M                                      Independent                                             183       
PRATHIBHA KUMARI.B.S                            SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)             182       
NAGARAJA.H.N                                    Independent                                             140       
S.ANITHA (S.ANITHA GOWDA)                       Bharatiya Praja Paksha                                  116       
SHARANA GOUD.B                                  Pyramid Party of India                                  105       
K.V. SRINIVASAPPA                               Jai Vijaya Bharathi Party                               96        
VIJAY KUMAR M K                                 Independent                                             85        
K.T NAGABHUSHAN                                 Janata Dal  (United)                                    76        
LAKSHMANA SHETRU.H                              National People's Party                                 70        
P.K PATIL                                       Independent                                             52        
################################################################################################################################
Constituency code, 		154
Constituency, 			Rajarajeshwarinagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
MUNIRATHNA                                      Indian National Congress                                71064     
K.L.R.THIMMANANJAIAH                            Janata Dal  (Secular)                                   52251     
M.SRINIVAS                                      Bharatiya Janata Party                                  50726     
K.R.VENKATESH GOWDA                             Karnataka Jantha Paksha                                 5419      
DR. PRIYADHARSHINI  IYER. S.V                   Janata Dal  (United)                                    1885      
GURUMURTHY                                      Bahujan Samaj Party                                     994       
PRANESH.H.K                                     Independent                                             992       
MANJUNATHA.M                                    Independent                                             928       
SRINIVASA MURTHY                                Independent                                             787       
MANJU.V.K                                       Independent                                             781       
DR.SANGAMNATH.C.NIDGUNDI                        Badavara Shramikara Raitara Congress Party              719       
V.NARAYANA                                      Independent                                             583       
ARUN KUMAR.T.R                                  Bharatiya Dr. B.R.Ambedkar Janta Party                  580       
NAGARAJAPPA.H                                   Independent                                             538       
MARTIN CLIFFORD RODRIGUES                       Independent                                             400       
INR GOWDA NANDISH                               Independent                                             296       
K.A.MOHAN                                       Kamarajar Deseeya Congress                              294       
SADASHIVA.A.H                                   Bharatiya Janta Dal                                     270       
NARSINGH PATEL                                  Republican Party of India (A)                           260       
P.THENNARASU                                    People's Party of India(secular)                        231       
################################################################################################################################
Constituency code, 		183
Constituency, 			Ramanagaram
----------------------------------------------------
Candiate                                        Party                                                   Votes     
H D KUMARA SWAMY                                Janata Dal  (Secular)                                   83447     
MARIDEVARU                                      Indian National Congress                                58049     
SHIVAMADHU                                      Bharatiya Janata Party                                  1776      
FAIROZ ALI KHAN                                 SOCIAL DEMOCRATIC PARTY OF INDIA                        1368      
G P SHANKAREGOWDA                               Independent                                             1140      
RAVIKUMAR                                       Independent                                             1067      
S R NAGARAJU                                    Karnataka Jantha Paksha                                 468       
MARIDEVARU                                      Independent                                             430       
S. JAYARAM                                      Bharatiya Dr. B.R.Ambedkar Janta Party                  302       
M.P.MUNAVAR  SHARIF                             Independent                                             227       
PUTTASWAMACHARI                                 Independent                                             217       
H S THEERTHA PRASAD                             Badavara Shramikara Raitara Congress Party              214       
################################################################################################################################
Constituency code, 		18
Constituency, 			Ramdurg
----------------------------------------------------
Candiate                                        Party                                                   Votes     
ASHOK MAHADEVAPPA PATTAN                        Indian National Congress                                42310     
MAHADEVAPPA SHIVALINGAPPA YADAWAD               Bharatiya Janata Party                                  37326     
PARAPPAGOUDA FAKEERAGOUD PATIL                  Janata Dal  (Secular)                                   17303     
SANGAYYA CHANDRAYYA PANCHAKATIMATH              Karnataka Jantha Paksha                                 16043     
ARAVIND MAHADEVARAO DALAWAI                     Janata Dal  (United)                                    10314     
SIDDAPPA MARITAMMAPPA ANGADI                    Independent                                             2053      
BHARAT PARAGOUDA PATIL                          Nationalist Congress Party                              904       
RAMESH HANAMANTAPPA HALLI                       Badavara Shramikara Raitara Congress Party              895       
VINAY DATTATREY JOSHI                           Independent                                             721       
PANDURANG DEVAPPA NAYAK                         Bahujan Samaj Party                                     652       
SHRIKANT YAMANAPPA ADAPATTI                     Independent                                             611       
################################################################################################################################
Constituency code, 		87
Constituency, 			Ranibennur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
KOLIWAD K.B                                     Indian National Congress                                53780     
R.SHANKAR                                       Independent                                             46992     
SHIVANNA G                                      Karnataka Jantha Paksha                                 26570     
MANJUNATH GOWDASHIVANNANAVAR                    Janata Dal  (Secular)                                   14146     
ARUNKUMAR PUJAR                                 Bharatiya Janata Party                                  9476      
HANUMANTAPPA.D.KABBAR                           Independent                                             2975      
BASAPPA PUTTAPPA BANAKAR                        Independent                                             1053      
GURULINGAPPAGOWDRA UMESH MAHADEVAPPA            Bahujan Samaj Party                                     944       
KOTRESHAPPA KORI                                Badavara Shramikara Raitara Congress Party              856       
A. PRAKASH JAIN                                 Independent                                             845       
GANGADHAR HADIMANI                              Independent                                             401       
B.A.SUNIL DEVARAGUDDA                           Janata Dal  (United)                                    400       
B.M.JAYADEVA                                    Independent                                             377       
RUDRESH RAMANNA HADAGALI                        Samajwadi Party                                         352       
################################################################################################################################
Constituency code, 		6
Constituency, 			Raybag
----------------------------------------------------
Candiate                                        Party                                                   Votes     
AIHOLE DURYODHAN MAHALINGAPPA                   Bharatiya Janata Party                                  37535     
PRADEEP RAMU MALAGI                             Independent                                             36706     
KIRANAGI  SUKUMAR PUNDALIK                      Indian National Congress                                30043     
BABU SHANKAR BAGEWADI                           Janata Dal  (Secular)                                   7338      
BALASAB SHAMRAO WADDAR                          Karnataka Jantha Paksha                                 3983      
PRABHAKAR HANAMANT GAGGARI                      Independent                                             2040      
MAYUR SHRAVAN MADALE                            Bahujan Samaj Party                                     1275      
PRAKASH MARUTI WADDAR @ PAWAR                   Independent                                             697       
PARIS SHANKAR SINGE                             Badavara Shramikara Raitara Congress Party              604       
CHANNAPPA JINNAPPA BHIMANNAVAR                  Independent                                             543       
GAJENDRA ANNAPPA HONOLE                         Independent                                             469       
KEMPANNA GIRIMALL VITHEKAR                      Lok Jan Shakti Party                                    310       
MURAGOD  DUNDAPPA DURGAPPA                      Janata Dal  (United)                                    299       
RAJU BHIMARAO KANAGALE                          Nationalist Congress Party                              264       
################################################################################################################################
Constituency code, 		67
Constituency, 			Ron
----------------------------------------------------
Candiate                                        Party                                                   Votes     
GURUPADAGOUDA  SANGANAGOUDA  PATIL              Indian National Congress                                74593     
KALAKAPPA GURUSHANTHAPPA BANDI                  Bharatiya Janata Party                                  56366     
HEMAGIRISH  GURUPADAPPA HAVINAL                 Janata Dal  (Secular)                                   6334      
RANGANGOUDA  VASUDEVAGOUDA  PATIL               Independent                                             1976      
ASHOK V BAVENAKATTI                             Badavara Shramikara Raitara Congress Party              1636      
MALLIKARJUNGOUDA  B  SANKANAGOUDRA              Independent                                             1472      
SHARNAPPA BASAPPA MENASHINKAI                   Karnataka Jantha Paksha                                 1372      
NIGABASAPPA  RAMAPPA  DODDAMANI                 Bahujan Samaj Party                                     1210      
MALLIKARJUN  KALLAPPA  BUDIHAL                  Independent                                             376       
MALAJI  MOTILALASA  VASUSA                      Shubha Karnataka                                        282       
TEGGINAMANI  FAKIRAPPA NEELAPPA                 Lok Jan Shakti Party                                    151       
BASAVARAJA   VEERAPPA  DOTIHAL                  National People's Party                                 137       
################################################################################################################################
Constituency code, 		117
Constituency, 			Sagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
KAGODU THIMMAPPA                                Indian National Congress                                71960     
B.R. JAYANTH                                    Karnataka Jantha Paksha                                 30712     
GOPALAKRISHNA BELURU                            Janata Dal  (Secular)                                   23217     
SHARAVATHI C. RAO                               Bharatiya Janata Party                                  5355      
T.R. KRISHNAPPA                                 Lok Satta Party                                         2302      
SURESHA. C.                                     Independent                                             1385      
S. RAMACHANDRA                                  Independent                                             597       
K.N. VENKATESHA                                 Bahujan Samaj Party                                     549       
MEGHARAJA. N. PUJARI                            Independent                                             532       
GANESH. B. BELLI                                Badavara Shramikara Raitara Congress Party              420       
DINESH BARADAVALLI                              Janata Dal  (United)                                    378       
################################################################################################################################
Constituency code, 		199
Constituency, 			Sakleshpur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
KUMARASWAMY H.K.                                Janata Dal  (Secular)                                   63602     
D. MALLESH                                      Indian National Congress                                30533     
UMESH BELAGODU                                  Karnataka Jantha Paksha                                 28117     
DR. H.R. NARAYANASWAMY                          Bharatiya Janata Party                                  7336      
KUMARGOURAV HETHUR                              Bahujan Samaj Party                                     4424      
SANJAY BABU V.                                  Independent                                             2069      
PUTTAIAH                                        Hindusthan Nirman Dal                                   1309      
VALALAHALLI VEERESHA                            Independent                                             1032      
R. DEVARAJU                                     Independent                                             815       
VENKATESH                                       Janata Dal  (United)                                    669       
GANGADHARA PRASAD                               Independent                                             580       
################################################################################################################################
Constituency code, 		95
Constituency, 			Sandur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
E.TUKARAM                                       Indian National Congress                                62246     
DHANANJAYA.R                                    Janata Dal  (Secular)                                   27615     
CHINNABASAPPA.G                                 Badavara Shramikara Raitara Congress Party              23359     
B.RAVIPRAKASH                                   Karnataka Jantha Paksha                                 4355      
MARENNA.E.                                      Bharatiya Janata Party                                  3314      
HANUMANTAPPA                                    Communist Party of India                                2699      
P.PANDURANGAIAH                                 Independent                                             1935      
SHIVARAMA BHIMAPPA                              Independent                                             1911      
G.VEERANAGOUDA                                  Independent                                             950       
################################################################################################################################
Constituency code, 		160
Constituency, 			Sarvagnanagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
KELACHANDRA JOSEPH GEORGE                       Indian National Congress                                69673     
PADMANABHA REDDY                                Bharatiya Janata Party                                  46819     
MAHBOOB SHARIFF                                 SOCIAL DEMOCRATIC PARTY OF INDIA                        11196     
SYED MOHID ALTAF                                Janata Dal  (Secular)                                   7711      
MICHAEL B. FERNANDES                            Karnataka Jantha Paksha                                 2185      
MODI SAIFULLA                                   Independent                                             606       
PHILIP MARIAN. L                                Independent                                             457       
RAHATH BEE                                      Nationalist Congress Party                              377       
IMRAN SHA                                       Rani Chennamma Party                                    350       
DR.MEER LAYAQ HUSSAIN                           Independent                                             292       
REETA. A                                        Janata Dal  (United)                                    281       
YESU GERARD. P                                  National People's Party                                 277       
S.M.SHAKIR                                      Welfare Party Of India                                  225       
C.KRISHNA MURTHY                                Ambedkar National Congress                              223       
################################################################################################################################
Constituency code, 		17
Constituency, 			Saundatti yellamma
----------------------------------------------------
Candiate                                        Party                                                   Votes     
ANAND ALIAS VISHWANATH CHANDRASHEKHAR MAMANI    Bharatiya Janata Party                                  46434     
RAVINDRA BHUPALAPPA YALIGAR                     Indian National Congress                                30392     
ANANDKUMAR SANTOSHCHAND CHOPRA                  Independent                                             29851     
VISHWANATH KARABASAPPA MAMANI                   Karnataka Jantha Paksha                                 18391     
D. B. NAIK                                      Janata Dal  (Secular)                                   2630      
MELAGIRI MALLIKARJUNA CHANNAPPA                 Independent                                             1990      
ANGADI MAHESH GURAPPA                           Nationalist Congress Party                              1036      
DESAIGOUDA RUDRAGOUDA PATIL                     Janata Dal  (United)                                    969       
HANAMANTAPPA VIRUPAXAPPA KALLUR                 Badavara Shramikara Raitara Congress Party              897       
BASAVARAJ SANGAPPA MUDENAGUDI                   Bahujan Samaj Party                                     555       
################################################################################################################################
Constituency code, 		41
Constituency, 			Sedam
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DR SHARANPRAKASH PATIL                          Indian National Congress                                53546     
RAJKUMAR                                        Bharatiya Janata Party                                  41651     
MUKRAM KHAN                                     Janata Dal  (Secular)                                   27047     
VAIJNATH PATIL                                  Karnataka Jantha Paksha                                 6148      
VENKATESH                                       Independent                                             2034      
SHIVSHARNAPPA SHIVAPPA                          Bahujan Samaj Party                                     1589      
MOHAMMED ALI                                    Independent                                             1141      
MUKUNDREDDY                                     Independent                                             748       
JAGANNATH REDDY                                 Independent                                             535       
SHANKAR BANDI                                   Janata Dal  (United)                                    420       
KANNAYA                                         Badavara Shramikara Raitara Congress Party              412       
AMRUTAPPA                                       Samajwadi Party                                         353       
GUNDAPPA RACHANNA                               Independent                                             352       
################################################################################################################################
Constituency code, 		37
Constituency, 			Shahapur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
GURU PATIL SHIRAVAL                             Karnataka Jantha Paksha                                 54924     
SHARANABASAPPAGOUDA DARSHANPUR                  Indian National Congress                                49128     
SHARANAPPA SALADAPUR                            Janata Dal  (Secular)                                   12159     
AMARANNA                                        Independent                                             2225      
BHIMAPPA                                        Independent                                             2128      
SHANKARANNA G.VANIKYAL                          Badavara Shramikara Raitara Congress Party              1796      
VEERANNAGOUDA                                   Bharatiya Janata Party                                  1484      
MOHAMMED ANVAR PASHA                            Bahujan Samaj Party                                     1138      
APPASAHEB GOUDA                                 Independent                                             1070      
BASAVARAJ PADUKOTE                              Independent                                             1066      
################################################################################################################################
Constituency code, 		163
Constituency, 			Shanti Nagar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
N.A.HARIS                                       Indian National Congress                                54342     
K. VASUDEVA MURTHY                              Janata Dal  (Secular)                                   34155     
D. VENKATESHMURTHY                              Bharatiya Janata Party                                  10930     
R.V. RAMESH YADAV                               Karnataka Jantha Paksha                                 911       
PRABHU BOSCO                                    National People's Party                                 873       
SYED ASLAM                                      Independent                                             652       
N. SHASHIDHAR                                   Bahujan Samaj Party                                     388       
ANTHONY A. SANTHOSH                             Independent                                             322       
BHANU PRAKASH .K                                Independent                                             195       
M. RUBEN BENJAMIN                               Independent                                             187       
K. RAJENDRA                                     Independent                                             160       
S. SURESH BABU                                  Independent                                             141       
HARINATH V.E                                    Janata Dal  (United)                                    137       
A.S. RAJAN                                      Independent                                             131       
PURUSOTHAMAN D.R.                               Independent                                             86        
################################################################################################################################
Constituency code, 		83
Constituency, 			Shiggaon
----------------------------------------------------
Candiate                                        Party                                                   Votes     
BASAVARAJ BOMMAI                                Bharatiya Janata Party                                  73007     
KHADRI SAYED AZIMPEER SAYED KADERBASHA          Indian National Congress                                63504     
BAPUGOUDRA KASHINATHGOUDRA PATIL                Karnataka Jantha Paksha                                 7810      
SUMANGALA KADAPPA MYSORE                        Janata Dal  (Secular)                                   1531      
NANDAN BABURAO TAMBE                            Nationalist Congress Party                              1305      
MADAN GANGAPPA HITTANAGI                        Independent                                             802       
ONKAR KRISHNAJI RAGHAVENDRA                     Bahujan Samaj Party                                     660       
KUNNUR SURESH BASAVANNEPPA                      Independent                                             468       
NAGANGOUDA DANAPPAGOUDA MARIGOUDDRA             Rani Chennamma Party                                    448       
AGADI PUTTAPPA ARJAPPA                          Independent                                             314       
ASHOK BASAPPA MYSORE                            Janata Dal  (United)                                    253       
################################################################################################################################
Constituency code, 		115
Constituency, 			Shikaripura
----------------------------------------------------
Candiate                                        Party                                                   Votes     
B.S.YADIYURAPPA                                 Karnataka Jantha Paksha                                 69126     
H.S.SHANTHAVEERAPPAGOWDA(SHANTANNA)             Indian National Congress                                44701     
BALEGAR.H                                       Janata Dal  (Secular)                                   15007     
S.H.MANJUNATHA                                  Bharatiya Janata Party                                  2383      
RAJUNAIKA                                       Independent                                             1447      
ESHWARAPPA. D.S.                                Independent                                             1288      
KOTESHWARA                                      Independent                                             1157      
ERYANAIKA                                       Independent                                             1132      
SAIFULLA.G                                      Independent                                             936       
J.PAKKIRAPPA                                    Badavara Shramikara Raitara Congress Party              608       
GIRISH.S                                        Independent                                             433       
HUVADIGARA SHEKARAPPA HITTALA                   Bahujan Samaj Party                                     348       
################################################################################################################################
Constituency code, 		113
Constituency, 			Shimoga
----------------------------------------------------
Candiate                                        Party                                                   Votes     
K.B. PRASANNAKUMAR                              Indian National Congress                                39355     
S. RUDREGOWDA                                   Karnataka Jantha Paksha                                 39077     
K.S. ESHWARAPPA                                 Bharatiya Janata Party                                  33462     
M. SRIKANTH                                     Janata Dal  (Secular)                                   21638     
K.B. BASHEER AHMED                              SOCIAL DEMOCRATIC PARTY OF INDIA                        3312      
USHA JAYARAJ                                    Independent                                             562       
SYED SHAMEER                                    Independent                                             432       
MOHAMMAD FAZEEL                                 Independent                                             388       
B.R. KARIBASAPPA                                Lok Jan Shakti Party                                    330       
A. YASEEN MUBARAK                               Independent                                             283       
MANJUNATH PATEL TYAJAVALLI                      Janata Dal  (United)                                    250       
GA.RA.SHRINIVAS                                 Independent                                             247       
SYED MAJAHAR                                    Independent                                             164       
MAHAMAD FAYAZ AHAMAD                            Independent                                             148       
################################################################################################################################
Constituency code, 		111
Constituency, 			Shimoga Rural
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SHARADA POORYANAIK                              Janata Dal  (Secular)                                   48639     
G.BASAVANNAPPA                                  Karnataka Jantha Paksha                                 38530     
